timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
367291081,0.133231,0.281715,-0.0342905,4001,0,-16.824,-14.1071,-4.89558,4001
367295080,-0.168741,0.338473,0.259615,3999,0,3.37398,7.14864,-9.58501,3999
367299076,0.592778,0.14369,-0.255604,3996,0,12.0038,8.99296,-11.9555,3996
367303077,0.192792,0.0385225,-0.170343,4001,0,-12.6025,-20.8613,-3.11632,4001
367307080,-0.266527,0.574577,0.312362,4003,0,-3.12542,4.94504,-12.817,4003
367311086,0.252311,0.212984,-0.164456,4006,0,12.9151,19.5094,-6.17773,4006
367315082,0.91237,-0.0744622,-0.283549,3996,0,-4.28115,-20.3676,-4.53381,3996
367319078,-0.49523,0.477215,0.253185,3996,0,-7.75691,-10.4999,-13.2159,3996
367323079,-0.170099,0.321109,0.0918051,4001,0,5.718,29.3279,-4.62441,4001
367327081,1.11316,0.0476839,-0.281724,4002,0,4.24773,-6.56782,-8.61367,4002
367331080,-0.112553,0.334403,0.199492,3999,0,-6.23366,-28.6395,-9.08689,3999
367335085,-0.507518,0.254803,0.224017,4005,0,-1.95382,22.2825,-8.23153,4005
367339040,0.384088,0.210429,-0.19649,3955,0,6.15435,16.7736,-5.47883,3955
367343881,0.612724,0.281927,0.176834,4841,0,-2.86991,-30.7527,-9.45652,4841
367347892,-0.758878,0.295035,0.191355,4011,0,-2.82912,12.4747,-7.11957,4011
367351879,0.117917,0.23485,-0.127901,3987,0,5.90768,27.4094,-5.05099,3987
367355879,1.35648,0.199587,0.203265,4000,0,-1.5963,-27.5067,-10.3904,4000
367359878,-0.94043,0.367095,0.207948,3999,0,-2.62092,-17.9942,-6.90377,3999
367363883,-0.186215,0.200393,0.0152813,4005,0,1.42246,41.5426,-9.78586,4005
367367879,0.911803,0.171595,-0.0115372,3996,0,1.34202,-3.17904,-4.57744,3996
367371881,0.181114,0.293351,0.371844,4002,0,1.44849,-43.2489,-9.05912,4002
367375881,-0.972804,0.0755113,0.147295,4000,0,-3.40773,26.8719,-10.2746,4000
367379876,0.348316,0.227829,-0.175601,3995,0,-1.03468,29.7607,-0.530079,3995
367383879,1.59513,0.368442,0.499203,4003,0,5.10561,-45.532,-13.501,4003
367388661,-1.2164,0.00243955,0.111358,4782,0,-0.154167,1.98892,-7.06751,4782
367392661,0.261875,0.0929561,-0.150483,4000,0,-6.78091,42.2528,-3.57841,4000
367396659,1.42017,0.349383,0.54721,3998,0,5.92052,-36.5852,-12.3264,3998
367400661,-0.989652,-0.0734315,0.152786,4002,0,7.40925,-22.9234,-7.83663,4002
367404660,-0.321097,-0.216994,-0.139059,3999,0,-13.4017,47.644,-5.49452,3999
367408660,0.730198,0.518879,0.354074,4000,0,-0.522108,-4.52933,-6.64184,4000
367412646,0.423394,0.0118605,0.483826,3986,0,16.7042,-42.4184,-10.8263,3986
367416664,-1.02552,-0.371823,-0.320281,4018,0,-8.16697,28.2658,-4.28661,4018
367420678,0.541718,0.296681,0.0950999,4014,0,-15.3744,22.7543,-7.34829,4014
367424677,0.834939,0.353396,0.805785,3999,0,19.0804,-39.2746,-9.66595,3999
367428676,-0.704123,-0.474837,-0.274525,3999,0,8.31353,0.500839,-8.31778,3999
367432677,-0.016655,-0.194911,-0.225509,4001,0,-25.8016,31.3572,-4.77785,4001
367437462,0.660184,0.451945,0.683997,4785,0,10.6743,-21.4944,-8.19254,4785
367441461,-0.244434,-0.321239,-0.139206,3999,0,16.783,-2.70266,-9.08493,3999
367445462,-0.269602,-0.542657,-0.253284,4001,0,-24.5501,20.0313,-3.89502,4001
367449460,0.672462,0.35406,0.326825,3998,0,-5.10355,-10.7895,-10.6562,3998
367453462,0.0141931,0.284208,0.415002,4002,0,26.0518,-7.22912,-8.66915,4002
367457462,-0.108797,-0.833808,-0.182886,4000,0,-5.89827,12.7759,-3.62553,4000
367461460,0.20095,-0.0121017,-0.110019,3998,0,-21.7183,-10.3401,-10.2441,3998
367465462,-0.0271207,0.404536,0.203981,4002,0,17.6377,-1.60806,-8.2135,4002
367469461,0.0375279,-0.508012,0.170242,3999,0,10.4753,12.229,-5.07909,3999
367473460,0.307391,-0.327566,-0.0783941,3999,0,-20.9396,-12.9559,-6.45246,3999
367477461,-0.407538,0.0708948,0.0301055,4001,0,2.82353,-3.80003,-12.4417,4001
367482236,0.00719765,-0.308088,0.0670576,4775,0,12.2652,13.398,-2.32488,4775
367486234,0.549438,-0.396599,0.114869,3998,0,-15.5053,-16.6668,-10.0438,3998
367490236,-0.78858,0.0988771,0.0623214,4002,0,-1.11345,-2.32882,-8.85718,4002
367494235,0.285002,-0.402879,0.0794598,3999,0,14.7522,18.8201,-6.79094,3999
367498283,0.276749,-0.292704,0.145546,4048,0,-7.84867,-12.1118,-5.16014,4048
367502284,-0.350942,-0.235446,0.0777001,4001,0,-8.11425,-9.38805,-9.0529,4001
367506236,0.00072438,-0.132674,0.0568341,3952,0,11.9569,18.5343,-7.68366,3952
367510283,0.29969,-0.239494,0.224003,4047,0,0.390423,-2.89681,-3.17239,4047
367514285,0.023824,-0.387854,0.211701,4002,0,-11.0885,-15.7075,-11.4595,4002
367518235,-0.33577,-0.100976,0.0545542,3950,0,7.02038,12.2073,-7.66446,3950
367522234,0.475438,-0.43946,0.163569,3999,0,4.10138,6.58016,-4.79355,3999
367527081,-0.0560567,-0.165102,0.308545,4847,0,-8.67262,-14.1023,-8.27896,4847
367531079,-0.078374,-0.161822,0.0236567,3998,0,6.20554,10.0236,-7.3834,3998
367535040,0.291966,-0.406305,0.164127,3961,0,4.96884,6.07702,-4.04083,3961
367539085,0.24316,-0.0856393,0.312937,4045,0,-9.97478,-14.2865,-10.508,4045
367543081,-0.382574,-0.0225429,0.192706,3996,0,-1.26721,1.82931,-5.09731,3996
367547080,0.167751,-0.369768,0.0642179,3999,0,13.2101,14.4344,-9.06512,3999
367551081,0.417801,-0.317945,0.263871,4001,0,-8.12389,-9.48672,-6.01153,4001
367555080,-0.293413,0.196195,0.398514,3999,0,-9.97789,-11.1033,-6.18152,3999
367559078,0.038597,0.10779,0.0919488,3998,0,12.0497,15.532,-6.31045,3998
367563880,0.449902,-0.374347,0.24776,4802,0,2.23401,-0.0190762,-5.03725,4802
367567876,-0.0509891,0.129864,0.370758,3996,0,-17.17,-17.7246,-10.8459,3996
367571839,-0.291823,0.267325,0.298249,3963,0,7.03088,12.1376,-3.12092,3963
367575879,0.348016,-0.336847,0.0865543,4040,0,13.808,10.1286,-8.87922,4040
367579877,0.344869,-0.25044,0.396361,3998,0,-15.7433,-16.7679,-8.1577,3998
367583843,-0.335037,0.440711,0.430091,3966,0,-7.52727,-2.53208,-5.1841,3966
367587879,0.324248,0.271688,0.17656,4036,0,17.4843,15.5269,-4.9745,4036
367591884,0.432205,-0.380437,0.236882,4005,0,2.21683,-3.89063,-6.90841,4005
367595883,-0.182128,0.0532128,0.406143,3999,0,-19.9415,-14.1753,-11.278,3999
367599881,-0.0261623,0.462529,0.449661,3998,0,5.7404,11.3088,-2.58816,3998
367603876,0.389384,-0.0247518,0.122521,3995,0,15.2886,5.17356,-8.00053,3995
367607878,0.246787,-0.25763,0.392888,4002,0,-10.1882,-11.9621,-7.23793,4002
367612681,-0.184898,0.428439,0.474141,4803,0,-7.37171,2.62491,-5.85402,4803
367616678,0.395766,0.254198,0.266375,3997,0,15.5222,6.02042,-5.44284,3997
367620676,0.317438,-0.223697,0.307137,3998,0,0.143148,-6.78705,-7.22193,3998
367624677,-0.415296,0.121486,0.389476,4001,0,-14.2907,-5.41096,-10.464,4001
367628676,0.171007,0.40611,0.451357,3999,0,3.6413,10.1673,-2.45473,3999
367632677,0.315575,0.0352577,0.247115,4001,0,12.9164,-0.542039,-8.09866,4001
367636649,0.0155799,-0.128309,0.35929,3972,0,-6.96009,-9.86415,-7.34673,3972
367640679,-0.210728,0.345566,0.42714,4030,0,-10.9193,3.63444,-6.58582,4030
367644675,0.245366,0.338422,0.38348,3996,0,8.49769,5.87941,-4.59749,3996
367648677,0.356341,-0.135648,0.266163,4002,0,11.2278,-3.04016,-8.00974,4002
367652675,-0.311691,-0.11272,0.309353,3998,0,-13.6686,-8.50177,-9.87994,3998
367656676,-0.0275035,0.520494,0.510906,4001,0,-5.77502,8.12464,-3.72138,4001
367661481,0.243262,0.171455,0.329993,4805,0,13.7747,1.41103,-7.62724,4805
367665479,-0.0024546,-0.259205,0.247742,3998,0,-4.51052,-8.57974,-6.33675,3998
367669478,-0.155714,0.321114,0.436927,3999,0,-13.318,3.58946,-7.42405,3999
367673475,0.142116,0.3069,0.447173,3997,0,8.19147,2.68557,-4.71913,3997
367677478,0.283799,-0.138987,0.287394,4003,0,11.0188,-1.27499,-8.54041,4003
367681476,-0.362089,-0.152111,0.307203,3998,0,-9.12415,-6.83342,-7.47632,3998
367685480,0.0249188,0.430249,0.476605,4004,0,-9.70589,7.14655,-5.24489,4004
367689481,0.134223,0.236706,0.365118,4001,0,12.0645,2.15095,-7.20924,4001
367693480,0.314432,-0.384902,0.254718,3999,0,7.07852,-7.21592,-6.57738,3999
367697479,-0.364685,0.0189114,0.334395,3999,0,-14.2406,-2.58009,-7.02543,3999
367701477,0.0328248,0.362443,0.504826,3998,0,-3.60713,8.39179,-6.24825,3998
367705477,0.314852,0.144905,0.342808,4000,0,15.7423,0.446455,-7.89573,4000
367710268,-0.126217,-0.29239,0.30237,4791,0,-3.18388,-8.45663,-7.54887,4791
367714262,-0.130857,0.313019,0.427741,3994,0,-13.613,7.61836,-5.60043,3994
367718262,0.16322,0.317588,0.442093,4000,0,9.71403,3.85505,-5.80226,4000
367722275,0.427616,-0.336371,0.309386,4013,0,10.8453,-7.52128,-8.90337,4013
367726277,-0.363921,-0.0809822,0.357424,4002,0,-10.5437,-4.24996,-4.36998,4002
367730280,-0.0278097,0.220049,0.481542,4003,0,-9.16366,9.19177,-8.32906,4003
367734276,0.34257,0.134939,0.384952,3996,0,12.8285,1.71511,-8.2388,3996
367738282,0.0948239,-0.286327,0.373793,4006,0,7.9068,-11.1064,-6.67889,4006
367742282,-0.286422,-0.0562056,0.289836,4000,0,-14.8184,1.77112,-2.84713,4000
367746278,-0.00395713,0.182509,0.454163,3996,0,-6.06992,8.93638,-7.9144,3996
367750280,0.60625,0.0474504,0.440322,4002,0,16.7762,-2.88842,-11.1276,4002
367754277,-0.17763,-0.305068,0.363416,3997,0,3.80812,-11.0718,-4.88231,3997
367759071,-0.326078,-0.0871386,0.346539,4794,0,-17.3876,7.26944,-7.10389,4794
367763063,0.474307,0.21448,0.492907,3992,0,8.3727,5.23858,-10.718,3992
367767062,0.199217,0.00659971,0.402946,3999,0,16.514,-11.5726,-4.1289,3999
367771060,-0.203366,-0.326233,0.254939,3998,0,-13.363,-2.20099,-3.72106,3998
367775062,-0.242937,0.0774216,0.415449,4002,0,-11.803,10.2944,-6.69912,4002
367779062,0.558179,0.176198,0.446374,4000,0,13.643,-0.12547,-15.2431,4000
367783060,-0.0562284,-0.170344,0.318919,3998,0,9.86179,-10.3594,-1.49821,3998
367787070,-0.318989,-0.126401,0.317589,4010,0,-18.0596,1.2899,-5.6873,4010
367791064,0.0331649,0.148115,0.444748,3994,0,-3.27719,8.45578,-7.85726,3994
367795063,0.430954,0.285571,0.254166,3999,0,17.1952,-3.11819,-8.95355,3999
367799060,-0.101209,-0.33231,0.341399,3997,0,-0.652892,-8.77964,-5.47275,3997
367803835,-0.379595,0.0645043,0.424728,4775,0,-14.3055,5.29319,-6.26636,4775
367807835,0.270992,0.177364,0.287479,4000,0,11.1576,4.95279,-12.437,4000
367811846,0.0539383,-0.0127277,0.224803,4011,0,8.63858,-8.20636,-1.39024,4011
367815836,-0.218466,-0.0286703,0.518225,3990,0,-12.3515,-5.82391,-7.86239,3990
367819883,-0.316122,0.113758,0.33892,4047,0,-4.04749,8.90366,-7.20088,4047
367823835,0.387157,0.163019,0.24681,3952,0,12.5323,5.33958,-10.1328,3952
367827882,-0.209966,-0.130215,0.389974,4047,0,-1.33838,-13.5949,-4.70182,4047
367831883,-0.514995,0.0939445,0.431614,4001,0,-9.26988,-2.58021,-5.46141,4001
367835834,-0.125981,0.0963608,0.212242,3951,0,5.19706,15.5238,-7.62979,3951
367839836,0.437768,-0.0281113,0.396228,4002,0,5.29445,-2.68445,-7.96832,4002
367843835,-0.319909,-0.0881711,0.475123,3999,0,-6.02455,-16.1547,-7.7644,3999
367848675,-0.572717,0.00179994,0.33285,4840,0,0.391302,8.38124,-7.78267,4840
367852678,0.301637,-0.0713189,0.312988,4003,0,5.05307,8.72345,-5.81407,4003
367856678,-0.0515506,0.00529957,0.482437,4000,0,-4.11888,-15.7654,-6.64573,4000
367860646,-0.539883,-0.0375451,0.368015,3968,0,0.573286,-3.47686,-7.87011,3968
367864676,-0.319908,-0.256009,0.244025,4030,0,4.0658,15.3611,-6.20154,4030
367868676,0.0284049,-0.210073,0.360159,4000,0,-3.14818,-4.88839,-7.1752,4000
367872677,-0.218088,-0.0958877,0.450984,4001,0,-0.350158,-10.8794,-6.76693,4001
367876683,-0.555055,-0.309305,0.326782,4006,0,6.82975,8.48572,-7.9843,4006
367880680,0.0463126,-0.506851,0.237182,3997,0,-2.54221,3.63522,-5.4775,3997
367884682,-0.404114,-0.198912,0.474487,4002,0,-4.25857,-10.5823,-9.45677,4002
367888652,-0.324182,-0.427758,0.471716,3970,0,6.51571,1.04335,-4.20466,3970
367892683,-0.381944,-0.63518,0.265003,4031,0,2.85212,11.6687,-6.34714,4031
367897479,-0.0641035,-0.463403,0.398806,4796,0,-4.79027,-11.8498,-6.71737,4796
367901477,-0.366751,-0.541957,0.597979,3998,0,2.30072,1.96471,-7.17774,3998
367905479,-0.677605,-0.929839,0.372358,4002,0,7.23191,10.2432,-9.6352,4002
367909480,0.317367,-0.790212,0.366207,4001,0,-6.425,-3.58723,-2.53452,4001
367913479,-0.606812,-0.667801,0.53848,3999,0,2.40215,-11.1688,-9.33165,3999
367917477,-0.316763,-0.853794,0.48731,3998,0,3.78382,10.758,-3.42533,3998
367921478,0.0508876,-1.22982,0.421625,4001,0,-0.416268,4.98657,-12.7269,4001
367925475,-0.545988,-0.796461,0.393645,3997,0,-3.60275,-15.2955,-3.55266,3997
367929478,-0.020045,-1.16023,0.702617,4003,0,6.63617,5.79261,-4.61025,4003
367934283,-0.270874,-1.34078,0.41308,4805,0,0.977917,9.93685,-5.94385,4805
367938280,0.400999,-0.988881,0.454135,3997,0,-6.92599,-10.9221,-12.6969,3997
367942276,-0.504936,-1.57763,0.566516,3996,0,6.66327,-8.31941,-4.44854,3996
367946281,-0.560247,-1.43689,0.569788,4005,0,6.83631,15.9553,-7.63305,4005
367950274,0.251145,-1.68942,0.499661,3993,0,-10.0169,1.67052,-2.11251,3993
367954281,0.0599568,-1.07877,0.557566,4007,0,-0.549445,-11.8734,-13.9916,4007
367958281,-0.425628,-1.64598,0.350371,4000,0,10.4432,-2.65851,-0.0893273,4000
367962280,0.0620312,-2.11486,0.620661,3999,0,4.01556,19.3656,-9.09849,3999
367966281,-0.327877,-1.6181,0.555513,4001,0,-12.9338,-11.8898,-7.32711,4001
367970280,0.782487,-1.80241,0.727673,3999,0,0.749537,-7.92668,-5.82035,3999
367974276,-1.07562,-1.42994,0.297323,3996,0,14.4017,9.88708,-10.3582,3996
367978276,0.873312,-2.50489,0.411758,4000,0,-3.96237,12.0273,1.75314,4000
367982281,0.060495,-1.75641,0.583784,4005,0,-8.79922,-24.9253,-17.6355,4005
367987078,-0.491032,-1.62593,0.412511,4797,0,6.32943,7.32449,-3.84931,4797
367991080,0.879573,-2.41951,0.564395,4002,0,8.94515,19.8947,-4.51958,4002
367995076,-0.0404272,-2.37349,0.554692,3996,0,-11.1355,-21.5948,-12.886,3996
367999082,0.375447,-2.15733,0.447407,4006,0,-3.36448,-11.6942,-2.06994,4006
368003078,-0.586352,-1.78741,0.496627,3996,0,10.2204,25.9455,-7.84014,3996
368007080,0.977915,-2.44639,0.516825,4002,0,0.919226,4.71554,-6.31285,4002
368011041,0.454094,-2.34628,0.732417,3961,0,-9.02376,-27.4427,-9.88048,3961
368015079,-0.440146,-2.10007,0.532325,4038,0,5.30643,6.31199,-6.10258,4038
368019081,0.440544,-2.17136,0.548334,4002,0,3.39085,21.3512,-1.28343,4002
368023079,1.08647,-2.65301,0.786924,3998,0,-4.80634,-10.365,-19.127,3998
368027040,-0.466531,-1.72099,0.739586,3961,0,-5.58946,-24.7505,3.73765,3961
368031081,0.513653,-2.57959,0.216467,4041,0,13.3353,25.3554,-16.5463,4041
368035880,-0.194815,-2.14131,0.638999,4799,0,-5.96861,5.06533,0.0939002,4799
368039883,1.77964,-2.33281,1.37446,4003,0,-7.46598,-26.5956,-20.3685,4003
368043881,-1.2229,-1.88295,0.0892698,3998,0,7.63118,6.53875,4.86508,3998
368047880,0.752344,-2.28137,0.183222,3999,0,6.20124,19.798,-13.1875,3999
368051881,0.584344,-2.47959,1.17632,4001,0,-12.9699,-12.6831,-9.70346,4001
368055882,-0.0557285,-1.40557,0.863829,4001,0,-1.15837,-14.8182,-2.18837,4001
368059876,0.640784,-2.46315,0.103433,3994,0,12.5314,20.7471,-12.1666,3994
368063884,-0.451936,-1.8145,0.578851,4008,0,-4.68558,-0.483175,1.55694,4008
368067880,1.51936,-2.33742,1.09831,3996,0,-12.3959,-14.5565,-26.9922,3996
368071880,-1.31227,-1.43764,0.474405,4000,0,6.91016,-0.649469,12.4911,4000
368075880,1.66133,-2.11184,0.170977,4000,0,10.2784,20.9726,-20.8713,4000
368080659,-0.270367,-2.12538,0.976858,4779,0,-14.2028,-14.5826,-7.84596,4779
368084680,0.695957,-1.41537,0.755982,4021,0,0.793545,-6.03765,-4.75187,4021
368088661,-0.0411499,-1.58125,0.397693,3981,0,13.5622,18.5153,-9.57154,3981
368092660,0.283759,-2.16043,0.566451,3999,0,-5.62213,-5.30222,-4.19367,3999
368096660,0.67659,-1.43158,0.926705,4000,0,-14.3583,-9.34802,-16.1199,4000
368100662,-0.904106,-1.32365,0.6551,4002,0,10.5338,-0.790117,0.631607,4002
368104661,1.59241,-1.76891,0.30085,3999,0,9.53584,18.2813,-11.4074,3999
368108660,-1.15962,-1.70609,0.807987,3999,0,-15.8741,-16.0851,-6.99746,3999
368112679,1.44492,-1.43831,0.872178,4019,0,-4.14669,-7.07845,-14.4562,4019
368116661,-1.31771,-0.829761,0.583781,3982,0,16.4577,10.8129,1.49557,3982
368121485,0.256495,-2.01613,0.429532,4824,0,-6.36037,-2.34156,-11.1526,4824
368125484,0.672821,-1.14985,0.858026,3999,0,-11.8084,-8.01996,-10.8591,3999
368129484,-1.23274,-0.905812,0.70773,4000,0,15.1569,1.65711,-1.87392,4000
368133483,1.20278,-2.06337,0.314788,3999,0,4.18315,11.4292,-14.1239,3999
368137434,-1.45362,-0.92081,0.705475,3951,0,-17.244,-13.5263,-1.97231,3951
368141485,0.895912,-1.61215,0.904861,4051,0,2.00419,-1.36573,-17.0274,4051
368145483,-0.899034,-0.753672,0.379436,3998,0,14.8355,9.18395,1.17468,3998
368149482,0.216547,-1.97384,0.501839,3999,0,-8.13827,-4.61439,-14.2919,3999
368153482,-0.601162,-0.834457,0.755299,4000,0,-14.2351,-8.54799,-5.83077,4000
368157435,-0.275072,-0.830344,0.634975,3953,0,16.8268,8.31529,-7.99031,3953
368161483,0.143044,-1.81817,0.413749,4048,0,4.69954,3.80844,-9.53673,4048
368165435,-0.743966,-0.871033,0.578932,3952,0,-18.6895,-11.481,-3.39178,3952
368169462,-0.231714,-1.06121,0.760606,4027,0,-0.67438,1.60391,-18.6902,4027
368174235,-0.407582,-1.08203,0.450685,4773,0,15.5489,5.6347,-0.286538,4773
368178235,0.0940334,-1.29898,0.529496,4000,0,-16.1725,-5.98862,-13.5929,4000
368182235,-1.09627,-0.828046,0.737013,4000,0,-8.5181,-7.51381,-7.97413,4000
368186236,0.310391,-0.595165,0.437827,4001,0,19.2483,17.1825,-6.79569,4001
368190284,-0.383722,-1.36231,0.4798,4048,0,-2.44964,-6.1535,-11.1166,4048
368194236,-0.0701387,-0.882302,0.719375,3952,0,-17.2127,-10.6171,-3.86553,3952
368198282,-0.736746,-0.310229,0.52145,4046,0,8.08206,10.9006,-13.4274,4046
368202283,0.108549,-1.24185,0.502201,4001,0,10.104,4.00148,-3.99922,4001
368206235,0.154263,-0.811663,0.549119,3952,0,-11.2166,-13.2953,-10.4941,3952
368210284,-0.936982,-0.50572,0.657839,4049,0,-5.95822,4.15318,-4.13186,4049
368214234,0.73253,-0.755832,0.617216,3950,0,10.5744,9.84763,-17.8081,3950
368219076,-0.509248,-0.737017,0.520956,4842,0,0.502866,-11.1165,-2.96133,4842
368223079,-0.117252,-0.793393,0.489615,4003,0,-10.7465,3.6576,-9.94353,4003
368227080,-0.157162,-0.515649,0.497055,4001,0,3.20772,6.51809,-12.4969,4001
368231079,0.0228728,-0.5344,0.641997,3999,0,10.3121,-4.29968,-2.6763,3999
368235035,-0.147212,-0.926149,0.302421,3956,0,-8.16842,-5.61236,-12.6165,3956
368239081,-0.526046,-0.353463,0.462345,4046,0,-7.39683,3.00514,-1.65289,4046
368243079,0.333941,-0.553965,0.537602,3998,0,10.6533,6.36753,-19.4688,3998
368247080,-0.425811,-0.749056,0.353232,4001,0,2.08825,-7.84068,1.24235,4001
368251079,0.0813286,-0.524696,0.516912,3999,0,-10.1164,0.394368,-10.5263,3999
368255082,-0.67262,-0.288246,0.356351,4003,0,0.465816,1.25928,-10.9731,4003
368259891,0.451565,-0.629137,0.396454,4809,0,6.68555,2.43163,-9.17593,4809
368263879,-0.569549,-0.432406,0.496452,3988,0,-6.31881,-12.2364,-4.3049,3988
368267882,-0.226781,-0.543291,0.316459,4003,0,-2.97476,8.23162,-13.0549,4003
368271879,0.139036,-0.569431,0.231108,3997,0,4.48011,8.42566,-5.91452,3997
368275887,0.110241,-0.197111,0.544018,4008,0,-0.0539532,-15.5841,-8.26518,4008
368279883,-0.697657,-0.406493,0.331362,3996,0,-5.12199,-3.33828,-12.686,3996
368283882,-0.36093,-0.535848,0.146443,3999,0,2.75694,15.8954,-5.46244,3999
368287882,0.366553,-0.135653,0.444553,4000,0,-2.12568,-3.67342,-8.04372,4000
368291881,-0.249711,-0.216715,0.359157,3999,0,1.10179,-15.7018,-9.39114,3999
368295878,-0.430688,-0.541421,0.107576,3997,0,2.47432,13.8432,-9.38552,3997
368299881,-0.0889329,-0.140854,0.253337,4003,0,-5.08792,4.01769,-5.02907,4003
368304676,0.0211087,-0.0703498,0.343779,4795,0,-0.12712,-13.9716,-13.136,4795
368308646,-0.549508,-0.312233,0.0773334,3970,0,7.50247,15.1642,-3.62158,3970
368312677,0.412741,-0.366272,0.171562,4031,0,-7.04941,4.36277,-8.3676,4031
368316675,-0.180192,0.166689,0.232135,3998,0,-7.04353,-25.1886,-11.024,3998
368320675,-0.586408,-0.0781261,0.176781,4000,0,12.3908,12.4923,-9.61743,4000
368324677,-0.132266,-0.308415,0.0515238,4002,0,-0.79721,17.5108,-3.92064,4002
368328679,0.657788,-0.116369,0.199017,4002,0,-13.3737,-25.0151,-12.9782,4002
368332676,-0.83897,0.260426,0.115108,3997,0,8.51601,-2.02009,-6.49653,3997
368336646,0.00633644,-0.359375,0.113445,3970,0,6.86256,26.9876,-11.4728,3970
368340677,0.295004,-0.0668225,0.183481,4031,0,-14.8972,-20.9088,-7.13851,4031
368344679,-0.375517,0.149072,0.220578,4002,0,3.10864,-11.5248,-8.17349,4002
368348676,-0.528779,-0.0500238,0.0615902,3997,0,9.98145,28.3596,-9.49495,3997
368352681,0.781439,-0.185932,0.124171,4005,0,-11.6602,-6.26827,-10.8114,4005
368357477,-0.60019,0.195448,0.263287,4796,0,2.00776,-18.9681,-7.38615,4796
368361480,-0.200376,-0.224226,-0.0889421,4003,0,8.45145,32.9013,-10.1017,4003
368365478,0.610403,-0.0506892,0.218459,3998,0,-12.5983,-12.2507,-7.17333,3998
368369476,-0.210147,0.241935,0.241126,3998,0,-0.281235,-21.3759,-9.20533,3998
368373476,-0.645847,-0.00547012,0.0576054,4000,0,10.2633,28.1289,-9.15413,4000
368377478,0.658282,-0.171081,0.0221157,4002,0,-7.33635,-0.0684439,-8.87655,4002
368381478,-0.118148,0.29564,0.250167,4000,0,-3.46147,-32.0935,-7.49939,4000
368385481,-0.841959,0.0230298,0.127995,4003,0,10.4472,25.4962,-12.8365,4003
368389480,0.473144,-0.317283,-0.100503,3999,0,-6.89302,17.0431,-3.02731,3999
368393476,0.650428,0.475207,0.221655,3996,0,-3.78953,-41.0164,-10.9248,3996
368397477,-1.0989,-0.0497539,0.222569,4001,0,11.8637,7.6225,-9.29675,4001
368401482,0.0850084,-0.38886,-0.0597921,4005,0,-6.59021,35.1017,-9.82903,4005
368406260,0.507597,0.374481,0.168915,4778,0,-5.71007,-34.6726,-8.09476,4778
368410262,-0.883746,-0.133759,0.167491,4002,0,18.5343,6.01536,-11.3896,4002
368414262,-0.229508,-0.339665,-0.232862,4000,0,-11.8236,30.7609,-4.91158,4000
368418259,0.970822,0.239374,0.209051,3997,0,-12.8932,-25.6037,-10.996,3997
368422260,-1.06089,0.37169,0.437366,4001,0,19.0476,-10.4145,-11.8967,4001
368426260,0.0231904,-0.71758,-0.143665,4000,0,3.82103,27.8154,-8.87868,4000
368430261,0.0140153,0.245473,0.00656474,4001,0,-23.2227,-19.1963,-3.34074,4001
368434261,-0.0828758,0.144356,0.169955,4000,0,7.18531,-1.19216,-15.1905,4000
368438262,-0.210462,0.0869876,0.177585,4001,0,13.1836,19.5259,-7.62037,4001
368442261,0.742559,0.0219438,-0.00917217,3999,0,-13.4717,-24.4337,-8.21618,3999
368446260,-1.18405,0.0481827,0.0417956,3999,0,-3.23615,-2.45457,-10.1578,3999
368451036,0.109801,0.113283,-0.0799369,4776,0,6.49428,23.5331,-11.0699,4776
368455035,0.887926,0.242422,0.19116,3999,0,-5.74491,-31.8473,-5.54543,3999
368459040,-1.21206,0.11439,-0.0594975,4005,0,3.30467,-0.679373,-10.8156,4005
368463036,0.357745,-0.0106578,-0.201852,3996,0,-7.43412,34.4082,-13.3431,3996
368467036,0.661503,0.755503,0.0777272,4000,0,0.14403,-27.2805,-3.19291,4000
368471084,-0.509653,-0.0114496,0.140161,4048,0,13.6168,-15.9978,-11.7747,4048
368475047,-0.456577,-0.295495,-0.122035,3963,0,-12.9608,34.5219,-12.183,3963
368479084,0.574175,0.741611,-0.279241,4037,0,-12.489,-6.66512,-4.6146,4037
368483064,0.192011,0.506353,0.450145,3980,0,22.5341,-25.0712,-12.8715,3980
368487074,-0.687162,-0.341068,-0.0286407,4010,0,2.05537,18.6128,-11.1191,4010
368491062,0.0691949,0.191994,-0.38648,3988,0,-22.6409,3.91919,0.0734563,3988
368495063,0.219859,0.660397,0.322401,4001,0,7.40596,-14.7879,-18.5948,4001
368499842,-0.14623,0.080022,0.0542453,4779,0,9.5593,9.80269,-9.02004,4779
368503835,0.275318,0.121714,-0.443032,3993,0,-15.2513,-8.14976,-4.65556,3993
368507835,-0.544048,0.39232,0.195313,4000,0,5.02173,-4.61847,-10.7655,4000
368511884,0.311155,-0.0226742,-0.20625,4049,0,4.21749,14.3664,-16.5694,4049
368515886,-0.0754844,0.484115,-0.13789,4002,0,-6.28536,-11.0326,2.56574,4002
368519834,0.205769,-0.00721125,0.0713599,3948,0,2.84718,0.189982,-14.2551,3948
368523834,-0.0630114,0.189165,-0.231621,4000,0,-2.95699,9.37443,-13.3147,4000
