timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
366358446,0.902986,0.130437,0.170935,0.0193786,0.00771078,-0.0443416,0.0
366387211,-1.03073,-0.288429,0.0037837,0.0195163,0.00769582,-0.0446366,0.0
366420022,0.608357,0.158271,0.348312,0.0188903,0.00750379,-0.0453275,0.0
366452004,-0.826212,-0.13857,0.217815,0.0188579,0.00761966,-0.0456118,0.0
366484831,0.0731901,0.030243,0.224619,0.0187105,0.00791023,-0.0458838,0.0
366513595,-0.481726,-0.0677718,-0.325472,0.0191793,0.00817487,-0.0460968,0.0
366545636,0.478062,-0.0493231,-0.337934,0.0195437,0.00840446,-0.0461833,0.0
366578413,-0.19245,-0.128841,-0.259358,0.0198352,0.00843499,-0.0464064,0.0
366611179,0.17531,-0.152908,-0.320059,0.0197313,0.00838477,-0.0465636,0.0
366639248,0.20178,0.0373287,0.21952,0.0197787,0.00844474,-0.0468061,0.0
366672024,0.151118,0.069173,0.0341077,0.0200107,0.00862776,-0.0469216,0.0
366704831,-0.263074,0.344439,0.121607,0.0201544,0.00875463,-0.0471345,0.0
366736833,0.311646,-0.0950869,-0.331692,0.0204128,0.00883843,-0.047083,0.0
366765606,0.835218,0.288093,0.389375,0.0198478,0.00868419,-0.0476297,0.0
366798436,0.135239,-0.234247,0.152386,0.0196738,0.00871653,-0.047959,0.0
366830403,0.154866,0.159464,-0.0256533,0.0196702,0.00895455,-0.0480856,0.0
366863186,0.231898,0.274294,0.212838,0.0202394,0.00913502,-0.0484692,0.0
366892026,-0.126649,0.109188,0.0223878,0.0206836,0.00908762,-0.0487029,0.0
366924818,-0.422832,0.0484711,0.14626,0.0211741,0.00907822,-0.0489573,0.0
366956844,0.446858,0.25917,0.252144,0.0210622,0.00907575,-0.0491885,0.0
366985639,-0.0396062,-0.069526,-0.0862648,0.021162,0.00907449,-0.0492722,0.0
367018443,-0.422463,0.0348795,-0.283245,0.0215375,0.0088949,-0.0493262,0.0
367050442,0.952636,0.244545,0.458843,0.0213901,0.00867631,-0.0495847,0.0
367083219,-0.168927,-0.106356,-0.0820755,0.0220232,0.00870105,-0.0497676,0.0
367112016,0.295021,-0.505664,-0.184221,0.022124,0.00910406,-0.0498749,0.0
367144022,-0.351362,-0.376891,-0.217003,0.0224139,0.00958914,-0.0500193,0.0
367176830,0.102373,0.112447,0.225647,0.0222781,0.00981402,-0.0502167,0.0
367209635,0.325746,0.0857901,0.0753139,0.0223214,0.0102356,-0.0501517,0.0
367237632,-0.5596,-0.155271,0.0488138,0.0227136,0.0105399,-0.0502646,0.0
367270439,0.138115,0.450814,0.107211,0.0229651,0.0107784,-0.0504069,0.0
367303232,0.55993,-0.0911507,-0.25965,0.0231522,0.0106574,-0.0504591,0.0
367335254,-0.62328,0.337874,0.268426,0.0233481,0.010536,-0.0505327,0.0
367364037,-0.630412,0.245529,0.124948,0.0233481,0.010536,-0.0505327,0.0
367396814,1.05168,0.343033,0.256423,0.0233481,0.010536,-0.0505327,0.0
367428818,-0.184656,-0.172388,0.123123,0.0233481,0.010536,-0.0505327,0.0
367461624,0.0644009,-0.336357,-0.226184,0.0233481,0.010536,-0.0505327,0.0
367494377,-0.0558445,-0.195312,0.0672545,0.0233481,0.010536,-0.0505327,0.0
367527243,0.149879,-0.139497,0.311117,0.0233481,0.010536,-0.0505327,0.0
367559290,-0.25277,0.168674,0.232814,0.0233481,0.010536,-0.0505327,0.0
367588029,0.0112625,0.404642,0.305027,0.0233481,0.010536,-0.0505327,0.0
367620830,0.34396,-0.131401,0.238892,0.0233481,0.010536,-0.0505327,0.0
367652832,-0.00944708,-0.196884,0.26785,0.0233481,0.010536,-0.0505327,0.0
367685644,-0.15839,0.23651,0.421218,0.0233481,0.010536,-0.0505327,0.0
367714424,-0.251648,0.12776,0.36768,0.0233481,0.010536,-0.0505327,0.0
367746416,-0.204333,0.0838361,0.405837,0.0233481,0.010536,-0.0505327,0.0
367779274,0.364778,0.159161,0.453159,0.0233481,0.010536,-0.0505327,0.0
367807983,0.0575468,0.146183,0.338824,0.0233481,0.010536,-0.0505327,0.0
367839990,0.353627,0.0107615,0.303594,0.0233481,0.010536,-0.0505327,0.0
367872836,-0.0589963,-0.0639634,0.448072,0.0233481,0.010536,-0.0505327,0.0
367905613,-0.58968,-0.780319,0.484856,0.0233481,0.010536,-0.0505327,0.0
367938436,0.374821,-1.29294,0.458696,0.0233481,0.010536,-0.0505327,0.0
367970443,0.136702,-1.51029,0.655021,0.0233481,0.010536,-0.0505327,0.0
368003240,-0.838722,-1.70783,0.375266,0.0233481,0.010536,-0.0505327,0.0
368031243,-0.368403,-2.14818,0.242288,0.0233481,0.010536,-0.0505327,0.0
368064024,0.585658,-2.10812,0.299997,0.0233481,0.010536,-0.0505327,0.0
368096810,-0.0577903,-1.76176,0.874876,0.0233481,0.010536,-0.0505327,0.0
368129641,-0.106308,-1.22648,0.862657,0.0233481,0.010536,-0.0505327,0.0
368161634,-0.218089,-1.27901,0.42874,0.0233481,0.010536,-0.0505327,0.0
368194394,0.14964,-1.01563,0.631873,0.0233481,0.010536,-0.0505327,0.0
368227242,-0.497454,-0.422531,0.446773,0.0233481,0.010536,-0.0505327,0.0
368255243,-0.32461,-0.46472,0.443979,0.0233481,0.010536,-0.0505327,0.0
368288036,0.0215127,-0.240444,0.320782,0.0233481,0.010536,-0.0505327,0.0
368320819,-0.617727,0.106221,0.17493,0.0234936,0.0103938,-0.0505327,0.0
368352841,0.354568,-0.169573,0.007271,0.0230402,0.0105948,-0.0505327,0.0
368385645,-0.792887,0.0840218,0.153975,0.0233518,0.0104898,-0.0505327,0.0
368418425,0.652614,0.0504633,-0.0750185,0.023984,0.0102429,-0.0505327,0.0
368451203,-0.0895055,0.149106,-0.079178,0.0235781,0.0106311,-0.0505327,0.0
368483240,0.760959,0.739321,0.274806,0.0238685,0.0103212,-0.0505327,0.0
368512038,-0.209348,0.207892,-0.0501422,0.0237471,0.0105031,-0.0505327,0.0
368544836,0.131263,0.348849,0.14916,0.0236841,0.00972757,-0.0517157,0.0
368576813,0.274274,-0.0729788,-0.483579,0.0235602,0.00917717,-0.0525041,0.0
368609647,0.16206,-0.225387,-0.366273,0.0234417,0.00906481,-0.0527804,0.0
368638420,-0.291729,0.186572,-0.318134,0.0229728,0.00945083,-0.0526537,0.0
368670440,0.0324633,-0.228496,-0.165607,0.0230316,0.00944182,-0.0528888,0.0
368703251,-0.973292,-0.278951,-0.598222,0.0231294,0.00906064,-0.0531318,0.0
368732027,0.0294631,-0.144444,-0.144002,0.0227173,0.00861804,-0.0535414,0.0
368764020,-0.69571,-0.016594,-0.52835,0.0226808,0.00836225,-0.0536946,0.0
368796812,-0.602066,0.0390849,-0.259448,0.0228908,0.00859995,-0.0539512,0.0
368829636,0.233196,0.305999,0.343082,0.0228197,0.00897264,-0.0544096,0.0
368861636,0.127157,0.495633,-0.527538,0.0230686,0.00897758,-0.0541933,0.0
368890387,-0.0546421,0.631093,0.0954725,0.0231031,0.00896625,-0.0544478,0.0
368923239,-0.30432,0.997484,-0.560936,0.0228269,0.00851984,-0.0544542,0.0
368956043,-0.0427759,0.844285,-0.408493,0.022258,0.00768292,-0.0547935,0.0
368984045,-0.767269,1.22303,0.0994219,0.0225239,0.00730126,-0.0548912,0.0
369016827,0.373048,1.10888,-0.450217,0.022938,0.00671316,-0.0548793,0.0
369049596,0.0736203,1.42826,0.517729,0.0232558,0.00576767,-0.0553579,0.0
369081616,-0.363088,1.20729,0.00490831,0.0235757,0.00496114,-0.0555258,0.0
369110418,0.62554,0.664312,0.00522362,0.0235334,0.00402937,-0.0558404,0.0
369143191,0.942545,0.655465,0.5351,0.0230989,0.00346849,-0.0557721,0.0
369175256,0.0881417,-0.217755,-0.494085,0.0236754,0.00262705,-0.055333,0.0
369208017,-0.194781,-0.108306,-0.120626,0.0238632,0.00206015,-0.0560082,0.0
369240833,1.07113,0.565952,0.570496,0.023345,0.00170871,-0.0563096,0.0
369273598,0.0198509,-0.0312733,-0.158069,0.0237908,0.000977892,-0.0566219,0.0
369305609,0.328408,0.409081,0.66495,0.0233587,0.000977892,-0.0566219,0.0
369334435,-0.552718,0.722167,0.514638,0.0233587,0.000977892,-0.0566219,0.0
369366441,0.0664064,0.610717,0.209726,0.0233587,0.000977892,-0.0566219,0.0
369399287,-1.14056,-0.0867645,-0.0777773,0.0233587,0.000977892,-0.0566219,0.0
369432030,-0.741809,0.0307109,0.385718,0.0233587,0.000977892,-0.0566219,0.0
369460006,0.0853971,-0.00691296,-0.0298024,0.0233587,0.000977892,-0.0566219,0.0
369492844,0.268697,0.183198,0.467093,0.0233587,0.000977892,-0.0566219,0.0
369525628,0.123696,-0.975612,0.268697,0.0233587,0.000977892,-0.0566219,0.0
369557621,0.153421,0.358862,1.28971,0.0233587,0.000977892,-0.0566219,0.0
369586439,-0.92641,0.422411,0.419631,0.0233587,0.000977892,-0.0566219,0.0
369619274,1.79518,-0.496588,0.181576,0.0233587,0.000977892,-0.0566219,0.0
369652006,-0.886702,0.321205,0.342524,0.0233587,0.000977892,-0.0566219,0.0
369684039,1.87025,-0.24911,1.07769,0.0233587,0.000977892,-0.0566219,0.0
369712834,-0.459559,0.391073,0.440311,0.0233587,0.000977892,-0.0566219,0.0
369745621,-0.542089,0.82375,0.0834243,0.0233587,0.000977892,-0.0566219,0.0
369777599,-1.09754,0.728944,0.52514,0.0233587,0.000977892,-0.0566219,0.0
369806435,-0.00635158,-0.138566,-0.407626,0.0233587,0.000977892,-0.0566219,0.0
369839288,-1.71511,0.708309,0.458562,0.0233587,0.000977892,-0.0566219,0.0
369871197,0.466016,-0.141773,-0.114699,0.0233587,0.000977892,-0.0566219,0.0
369904023,0.486638,0.00172114,0.688318,0.0233587,0.000977892,-0.0566219,0.0
369932794,-0.419638,-0.036652,-0.808631,0.0233587,0.000977892,-0.0566219,0.0
369965632,-1.18389,-0.16419,0.016299,0.0233587,0.000977892,-0.0566219,0.0
369997630,0.110019,0.816315,-0.20546,0.0233587,0.000977892,-0.0566219,0.0
370030438,-1.15411,0.080308,0.123475,0.0233587,0.000977892,-0.0566219,0.0
370058405,0.780308,0.697898,-0.26602,0.0233587,0.000977892,-0.0566219,0.0
370091201,-0.393912,0.18252,0.188414,0.0233587,0.000977892,-0.0566219,0.0
370124033,-0.37087,0.276411,0.497691,0.0233587,0.000977892,-0.0566219,0.0
370156009,-1.57378,0.586285,-0.471719,0.0233587,0.000977892,-0.0566219,0.0
370184821,-0.645009,0.431223,0.330367,0.0233587,0.000977892,-0.0566219,0.0
370217626,0.381015,0.17565,-0.0462681,0.0233587,0.000977892,-0.0566219,0.0
370250418,-0.0274586,0.43175,-0.0631636,0.0233587,0.000977892,-0.0566219,0.0
370282435,0.444321,-0.609116,0.631195,0.0233587,0.000977892,-0.0566219,0.0
370311245,0.905378,-1.09089,-0.319042,0.0233587,0.000977892,-0.0566219,0.0
370344044,0.285439,0.876998,0.285803,0.0233587,0.000977892,-0.0566219,0.0
370376044,-0.162171,-0.575305,-0.369884,0.0233587,0.000977892,-0.0566219,0.0
370404799,1.92671,-0.158446,-0.358251,0.0233587,0.000977892,-0.0566219,0.0
370437596,-1.11726,-0.233368,0.145086,0.0233587,0.000977892,-0.0566219,0.0
370469617,1.89452,-0.190597,0.501073,0.0233587,0.000977892,-0.0566219,0.0
370502422,-0.287857,-0.257654,-0.367784,0.0233587,0.000977892,-0.0566219,0.0
370531236,-0.260628,0.366752,0.449575,0.0233587,0.000977892,-0.0566219,0.0
370563244,-0.698286,0.789754,-0.977766,0.0233587,0.000977892,-0.0566219,0.0
370596031,-0.376317,-0.638926,0.09665,0.0233587,0.000977892,-0.0566219,0.0
370628832,-0.109335,0.937609,-0.320006,0.0233587,0.000977892,-0.0566219,0.0
370656814,-2.03383,0.0914093,0.358017,0.0233587,0.000977892,-0.0566219,0.0
370689627,-0.0880078,0.4066,-0.227005,0.0233587,0.000977892,-0.0566219,0.0
370722429,-0.697184,1.59539,-0.56149,0.0233587,0.000977892,-0.0566219,0.0
370754437,1.14725,2.43922,-0.533503,0.0233587,0.000977892,-0.0566219,0.0
370783226,2.15603,3.37083,-0.44841,0.0233587,0.000977892,-0.0566219,0.0
370816042,3.16056,4.27949,-0.0218758,0.0233587,0.000977892,-0.0566219,0.0
370847989,2.17709,4.64334,-0.739214,0.0226345,0.000815488,-0.0571237,0.0
370876841,1.42796,4.36675,-1.41181,0.0211752,0.000815488,-0.0567772,0.0
370909630,0.77677,4.18443,-0.00287019,0.0190292,0.000815488,-0.0567772,0.0
370942442,0.49426,3.70204,-0.0813292,0.0173822,0.000815488,-0.0567772,0.0
370974415,-0.308734,2.35247,-0.604052,0.0159142,0.000815488,-0.0567282,0.0
371007239,1.70598,0.63619,-0.0186919,0.0145301,0.000815488,-0.0567282,0.0
371036024,-0.21702,0.0570178,0.249481,0.0145301,0.000815488,-0.0567282,0.0
371068029,0.584454,-1.16085,-0.113093,0.0141482,0.000306422,-0.0570685,0.0
371100822,0.727661,-2.05939,-0.289812,0.0123311,-0.000135071,-0.0573545,0.0
371129641,-0.421093,-2.29725,0.000587731,0.0109365,-0.000135071,-0.0573201,0.0
371161590,-0.444738,-4.02048,-0.817846,0.0101211,5.19941e-06,-0.0573074,0.0
371194434,-0.974988,-4.02678,-0.673685,0.009796,0.000938152,-0.0583747,0.0
371227250,-0.267797,-3.66674,-0.514964,0.00964691,0.000987804,-0.0588267,0.0
371255244,-0.2433,-2.3351,-0.354381,0.00964691,0.000987804,-0.0588257,0.0
371288023,0.346293,-2.36748,-0.592807,0.00965204,0.000987804,-0.0588257,0.0
371320837,-0.969921,-1.86929,-0.859495,0.00998194,0.00183244,-0.0592474,0.0
371352835,-1.29757,-1.13559,-0.640059,0.0105908,0.00301283,-0.0601771,0.0
371381620,-0.554088,-0.292595,-0.797658,0.0112442,0.00344846,-0.0607395,0.0
371414417,-0.086408,0.687457,-0.817875,0.0116204,0.00304677,-0.0616634,0.0
371447177,-0.380687,0.126908,-1.09856,0.0112636,0.00244784,-0.062375,0.0
371479255,0.758313,-0.201956,-0.879908,0.0109455,0.00190804,-0.0625839,0.0
371508036,1.15199,-0.489471,-0.538487,0.0102748,0.00185037,-0.0631086,0.0
371539977,-0.263469,0.179181,-0.515404,0.00990009,0.00179862,-0.0636634,0.0
371572841,-0.0174287,0.0353806,-0.434934,0.00997989,0.00177569,-0.0640462,0.0
371605619,0.596718,0.11774,-0.0559657,0.00972222,0.0018449,-0.0639739,0.0
371638432,0.0834333,-0.086798,0.0105408,0.0094409,0.00151496,-0.0641027,0.0
371670431,1.0892,0.134934,-0.546455,0.00842691,0.00163137,-0.0637466,0.0
371703224,0.530249,-0.168116,-0.367952,0.00857282,0.00185847,-0.0642083,0.0
371736033,-0.657567,-0.537928,-0.767482,0.00863006,0.00195488,-0.0641751,0.0
371768018,1.68932,0.230645,0.618563,0.00929602,0.00126555,-0.0636404,0.0
371800840,0.414065,0.00203813,-0.0630152,0.00960907,0.00126555,-0.0634963,0.0
371829639,0.492407,-0.0816133,0.332371,0.00960907,0.00126555,-0.0634963,0.0
371861593,-0.442103,-0.946472,-0.947463,0.00960907,0.00126555,-0.0634963,0.0
371894434,0.812144,-1.06377,0.394754,0.00940773,0.00192304,-0.0637779,0.0
371927233,0.404681,-0.762871,-0.254205,0.00926044,0.00301381,-0.0641119,0.0
371955237,0.973642,-0.53685,0.0988594,0.00934223,0.00321426,-0.0641119,0.0
371988038,0.94117,0.723982,-0.0946801,0.00864608,0.00344848,-0.0641119,0.0
372020828,-0.962326,0.47356,-0.383859,0.00868041,0.00301993,-0.0645806,0.0
372053619,0.90492,0.242617,0.646789,0.00854195,0.00253392,-0.0656391,0.0
372081620,0.310543,-0.563328,-0.679236,0.00886238,0.00263702,-0.0661584,0.0
372114439,0.093986,-0.334216,0.120646,0.00897435,0.00288982,-0.0659733,0.0
372147190,0.685447,0.337706,-0.0702496,0.00865836,0.00329895,-0.065587,0.0
372179291,0.927567,-0.656019,-0.621528,0.00915632,0.00303093,-0.065228,0.0
372208032,1.5504,-0.52664,0.0787525,0.00866859,0.00336751,-0.065503,0.0
372240837,-0.620154,-0.276898,-0.397481,0.00877442,0.00377744,-0.0662142,0.0
372272818,0.501113,0.150183,0.203093,0.00914858,0.00371903,-0.065951,0.0
372305643,-0.722633,-0.212107,-0.829817,0.0108568,0.00352239,-0.0657462,0.0
372334420,0.0625523,-0.0242561,-0.258867,0.0108109,0.00351572,-0.0665655,0.0
372366438,-0.328122,-0.270999,-0.311934,0.0111163,0.00369166,-0.066878,0.0
372399277,1.20721,-0.105775,0.595378,0.0107034,0.00367235,-0.066736,0.0
372428025,0.575987,-0.487669,-0.25453,0.0101541,0.00370774,-0.0666704,0.0
372460023,0.475177,-0.017873,0.0914732,0.00975032,0.00385466,-0.0671614,0.0
372492840,-0.124355,-0.0503092,-0.205479,0.00997956,0.00438317,-0.0674173,0.0
372525616,-0.191862,-0.539802,-0.0108915,0.0102389,0.00527395,-0.0678153,0.0
372554447,-0.0447617,-0.455958,-0.347717,0.0101949,0.0053959,-0.0678363,0.0
372586437,1.14282,-0.521634,-0.0960588,0.00951263,0.00566933,-0.0680577,0.0
372619288,-0.715891,-0.428537,-0.31747,0.00993956,0.00583211,-0.0679169,0.0
372652042,0.378473,0.256266,-0.0279045,0.00930025,0.00629528,-0.068026,0.0
372680042,-0.0924681,0.14432,0.359685,0.00890702,0.00683387,-0.0683379,0.0
372712817,0.581354,-0.395754,-0.107768,0.00838805,0.00740114,-0.0684967,0.0
372745610,0.00432309,-0.0738328,0.0365296,0.00843671,0.0079438,-0.0684845,0.0
372777611,0.295706,0.0919207,-0.20765,0.00877437,0.00814482,-0.0682053,0.0
372810446,-0.356655,-0.527563,-0.27808,0.00802266,0.00576233,-0.0693146,0.0
372843242,0.193042,0.204844,0.192115,0.00594792,0.00576233,-0.0692814,0.0
372876049,-0.467234,-1.26821,0.122109,0.00424243,0.00576233,-0.0692814,0.0
372904023,-1.0202,-2.63198,-0.0866087,0.00422716,0.00576233,-0.0693634,0.0
372936839,-1.90301,-2.36476,0.220575,0.0046272,0.00576233,-0.0701142,0.0
372968833,0.102034,-2.37286,-0.471311,0.00482707,0.00576233,-0.0713502,0.0
373001621,-1.70138,-1.96024,-0.322618,0.00594043,0.00741592,-0.0713502,0.0
373030422,-0.884385,-0.885875,-0.740669,0.00662507,0.00808123,-0.0713502,0.0
373062433,0.794078,0.341103,-0.51184,0.00612789,0.00927856,-0.0719421,0.0
373095218,-0.632193,0.692433,-0.280565,0.00633651,0.00974086,-0.0726232,0.0
373128000,1.35747,1.12922,-0.289114,0.00624614,0.0101164,-0.0730568,0.0
373156030,0.387444,1.18209,-0.274163,0.00580281,0.010826,-0.072828,0.0
373188838,0.617328,1.00387,-0.625448,0.0055007,0.0103308,-0.0740988,0.0
373221634,0.409189,1.24059,-0.269152,0.00569068,0.0103536,-0.0743688,0.0
373250434,0.110031,0.658265,-0.41418,0.00496177,0.0107333,-0.0748266,0.0
373282435,0.311032,0.921366,-0.191347,0.00519498,0.0108325,-0.0749156,0.0
373315232,0.109576,-0.0192519,-1.06874,0.00557391,0.0105262,-0.0750403,0.0
373348033,-0.285382,0.222138,-0.885802,0.0051572,0.0102549,-0.0752813,0.0
373380041,-0.341036,0.654335,-0.251936,0.00571234,0.00961272,-0.0750261,0.0
373408816,-0.826724,0.266459,-1.01342,0.00624473,0.0095027,-0.074852,0.0
373441607,0.82745,0.261149,0.111255,0.00606748,0.00934239,-0.0755255,0.0
373473642,0.898082,0.536789,-0.645368,0.00610118,0.0093609,-0.0754134,0.0
