timestamp,roll,pitch,yaw,thrust
367143999,0.623436,0.291347,-0.0641745,0.300118
367176806,0.0426366,-0.301903,-0.0551131,0.274598
367209613,-0.0851023,0.135922,-0.0496766,0.255071
367237610,0.850235,0.29061,-0.0562755,0.236655
367270417,0.0415361,-0.423004,-0.0444365,0.219385
367303212,-0.28046,0.550052,-0.0415468,0.199803
367335233,1.32728,-0.0412242,-0.0412335,0.188494
367364017,1.46937,-0.0930293,-0.0460876,0.179275
367396793,-1.70539,-0.297709,-0.0714404,0.170161
367428797,1.14619,0.434059,-0.0991964,0.158237
367461598,-0.358089,0.505621,-0.0835609,0.150895
367494356,0.875619,-0.431695,-0.0726606,0.140436
367527222,-0.49229,0.483602,-0.0958539,0.135745
367559269,0.957967,-0.631853,-0.0914036,0.131359
367588008,0.751381,-0.867694,-0.106871,0.129561
367620809,-0.351903,0.63623,-0.168612,0.129661
367652812,-0.0651112,0.960122,-0.209402,0.128558
367685623,0.527672,0.0599794,-0.232895,0.126733
367718403,-0.152713,-0.805621,-0.25274,0.127199
367750428,-0.481737,-0.736755,-0.29412,0.128873
367783196,-0.436661,0.350024,-0.335205,0.123106
367811993,-0.480771,-0.232189,0.189065,0.12052
367843970,-0.355626,-0.685617,0.162342,0.12455
367876819,0.870673,-1.83873,0.193742,0.126278
367909607,-0.24256,-1.68821,0.093186,0.127599
367938415,-0.500884,-1.95375,0.0390818,0.136699
367970422,0.163337,-2.54848,0.0367161,0.142741
368003219,1.12509,-2.31965,0.0640692,0.152946
368031222,1.20306,-2.09948,0.0226502,0.163834
368064003,-0.631432,-1.11826,-0.121926,0.162116
368096789,-0.450962,-1.19093,-0.159149,0.17087
368129618,0.170344,-1.64014,-0.17199,0.173587
368161611,-0.268287,-0.519451,-0.264124,0.175906
368194374,-0.276956,-0.315751,-0.311991,0.177968
368227221,-0.102865,-0.755495,-0.351169,0.187725
368255222,-0.0881203,-0.540821,-0.389616,0.192904
368288015,-0.483634,-0.179614,-0.428679,0.19566
368320796,0.788697,-0.400357,-0.438497,0.202751
368352819,-0.69711,0.265594,-0.46032,0.205393
368385620,1.01684,-0.206704,-0.470725,0.214281
368418403,-1.05712,0.0296359,-0.480903,0.22152
368451180,0.640268,-0.199164,-0.485633,0.223778
368483218,-0.176324,-0.716255,-0.479228,0.233097
368512016,0.450603,-0.257521,-0.483664,0.230392
368544814,0.0819117,-0.530348,-0.471021,0.239589
368576791,-0.134657,-0.291664,-0.460527,0.238027
368609625,-0.386715,-0.418301,-0.441798,0.247732
368638398,-0.262716,-0.541504,-0.417274,0.25117
368670418,-0.257198,-0.0501451,-0.397303,0.248083
368703230,0.745157,-0.161213,-0.373482,0.257463
368732006,-0.468449,-0.28827,-0.354873,0.260342
368763998,-0.186663,-0.0711943,-0.33262,0.254578
368796790,0.447321,0.203301,-0.320527,0.256356
368829615,-0.699108,0.314601,-0.291413,0.252477
368861613,-0.0572915,0.997419,-0.280901,0.239821
368890362,-0.00228658,0.733011,-0.272046,0.248603
368923217,-0.422153,0.911647,-0.23123,0.231404
368956019,0.214168,0.55594,-0.239169,0.23795
368984023,-0.117972,0.527498,-0.2131,0.236007
369016806,-0.720459,0.327619,-0.198052,0.232403
369049575,0.363641,0.37208,-0.201846,0.221346
369081594,-0.418196,0.263882,-0.182787,0.21814
369110396,-0.00106833,-0.416621,-0.197006,0.222822
369143169,-0.680931,-0.105931,-0.192312,0.217404
369175232,0.180244,-0.0797631,-0.18303,0.207268
369207987,0.362769,-0.0728364,-0.191781,0.202181
369240811,-0.751884,-0.484301,-0.210833,0.202949
369273577,-0.0746336,0.0347211,-0.193653,0.191253
369305589,-0.517076,-0.640621,-0.241066,0.181322
369334415,1.00693,-0.454494,-0.231029,0.168862
369366420,-1.23027,-0.450602,-0.290583,0.172104
369399265,0.377147,-0.422483,-0.304127,0.163067
369432009,0.555575,-0.887147,-0.325487,0.1608
369459975,0.563075,-1.21445,-0.359796,0.152715
369492820,-0.886867,-0.78384,-0.429694,0.155822
369525607,-0.555397,-0.660266,-0.44404,0.154978
369557601,-0.441146,-0.772462,-0.485692,0.150962
369586418,0.934851,-0.39313,-0.480959,0.156176
369619254,-0.75058,-0.0818304,-0.533655,0.164955
369651985,0.562838,-0.162957,-0.568528,0.156388
369684019,-1.03084,-0.292102,-0.622004,0.169793
369712813,0.645459,-0.145549,-0.649907,0.154141
369745600,-0.471992,-0.192457,-0.715535,0.153567
369777578,0.613299,-0.84369,-0.749227,0.158157
369806415,0.660419,-0.886329,-0.785398,0.158833
369839267,0.819581,-0.663049,-0.785398,0.15739
369871176,-0.660275,0.384295,-0.785398,0.14948
369904002,0.39781,-0.393383,-0.785398,0.159552
369932773,0.357972,0.377645,-0.785398,0.145636
369965611,0.702052,-0.273838,-0.785398,0.163657
369997609,-1.02129,0.11537,-0.785398,0.151061
370030417,0.0516218,-0.388426,-0.785398,0.168224
370058384,-1.57919,-0.783285,-0.785398,0.169096
370091180,-0.203885,-0.64489,-0.785398,0.16663
370124012,-0.137385,-0.557276,-0.785398,0.171951
370155988,-0.443131,-0.00637889,-0.785398,0.154547
370184801,0.286546,-0.539991,-0.785398,0.1632
370217606,-1.12131,-0.70305,-0.785398,0.178986
370250397,0.839439,-0.37139,-0.785398,0.154631
370282415,-0.534313,-0.71489,-0.785398,0.168259
370311224,0.217536,-0.8994,-0.785398,0.172948
370344020,-1.45781,-0.595986,-0.785398,0.156872
370376023,-0.0985547,-0.294948,-0.785398,0.160083
370404778,-1.48541,-0.255245,-0.785398,0.162172
370437575,0.335378,-0.24355,-0.785398,0.16087
370469596,-0.553156,-0.8955,-0.785398,0.15792
370502401,-0.670756,-0.075914,-0.785398,0.157696
370531216,-1.09405,-1.15863,-0.785398,0.163514
370563223,-0.541745,-0.267334,-0.785398,0.149029
370596010,-0.185191,-0.992864,-0.785398,0.169025
370628812,-1.2775,-1.36504,-0.785398,0.154909
370656793,0.888884,3.83972,-0.785398,0.148975
370689606,0.687604,3.83972,-0.785398,0.14256
370722409,1.08809,3.83972,-0.785398,0.151045
370754417,0.540771,3.83972,-0.785398,0.157858
370783201,0.219729,3.83972,-0.785398,0.17134
370816021,0.151452,3.51435,-0.785398,0.188526
370847968,0.492055,2.48253,-0.785398,0.197971
370876818,-0.276539,1.43471,-0.785398,0.203747
370909609,-0.400991,0.3215,-0.785398,0.229426
370942415,-0.363588,-0.628829,-0.785398,0.235602
370974394,-0.107349,-2.07022,-0.785398,0.208688
371007219,-0.950281,-3.11746,-0.785398,0.186022
371036004,-0.827746,-3.53607,-0.785398,0.193975
371068007,-1.05779,-3.83972,-0.785398,0.192698
371100800,-1.02757,-3.83582,-0.785398,0.208166
371129619,-0.613651,-3.68878,-0.785398,0.224166
371161568,-0.730656,-2.92308,-0.785398,0.259292
371194412,-0.929385,-2.35323,-0.785398,0.279439
371227228,-1.05771,-2.06501,-0.785398,0.291081
371255219,-0.978504,-1.71948,-0.785398,0.305898
371288001,-1.27885,-0.942206,-0.785398,0.3373
371320815,-0.653095,-0.528897,-0.785398,0.330594
371352813,-0.0483341,-0.399352,-0.785398,0.336027
371381597,-0.552456,-0.283595,-0.785398,0.338271
371414395,-0.459196,0.0356742,-0.785398,0.329308
371447156,0.357881,0.0648841,-0.758527,0.312213
371479233,-0.461293,-0.11214,-0.720652,0.296782
371508014,-0.588792,-0.220027,-0.687794,0.290513
371539956,0.584123,-0.118073,-0.62226,0.261038
371572818,-0.00983498,-0.108977,-0.587723,0.260688
371605597,0.285267,-0.0378596,-0.536452,0.254203
371638411,0.418899,-0.36391,-0.508175,0.241969
371670408,-0.698261,-0.625147,-0.506087,0.227402
371703197,0.108698,0.254753,-0.421415,0.233395
371736011,1.10745,0.0772767,-0.402545,0.217763
371767996,-0.478987,-1.06616,-0.428403,0.2122
371800820,0.451786,-1.36367,-0.373634,0.12
371829619,0.378807,-1.33208,-0.355317,0.12
371861573,0.269122,-1.23819,-0.338127,0.12
371894412,0.309269,0.455589,-0.322191,0.232812
371927212,0.541183,0.721166,-0.341292,0.228843
371955216,0.168242,0.466934,-0.342578,0.232882
371988016,-0.287653,0.697853,-0.342845,0.234759
372020805,0.506669,0.394078,-0.347369,0.234934
372053597,-0.175585,0.0475131,-0.326952,0.235539
372081595,0.387431,0.4338,-0.339995,0.236912
372114417,0.67247,0.0835688,-0.326453,0.229522
372147167,-0.462795,0.184983,-0.304868,0.229805
372179269,0.496619,0.155317,-0.315881,0.229902
372208010,-0.428612,0.429042,-0.302182,0.225017
372240812,0.479175,0.130849,-0.304849,0.223478
372272796,-0.523893,0.0663486,-0.284687,0.210119
372305620,0.949993,1.01029,-0.35297,0.217458
372334398,0.0291738,0.50993,-0.3027,0.211257
372366416,0.328049,0.307941,-0.296873,0.21406
372399255,-0.352473,-0.010017,-0.263798,0.207422
372428004,0.594442,0.154528,-0.283239,0.211952
372460001,-0.244564,-0.116234,-0.250454,0.204851
372492818,-0.0609219,0.419021,-0.278085,0.203661
372525594,0.671806,0.593356,-0.291562,0.21526
372554425,0.489328,0.111308,-0.24536,0.217608
372586415,-0.414122,0.724636,-0.255633,0.22311
372619266,0.848594,0.193714,-0.231967,0.227762
372652020,-1.356,0.0259987,-0.185878,0.221342
372680021,0.00321463,0.0176216,-0.189567,0.228215
372712795,-0.351364,0.401974,-0.193449,0.223214
372745583,0.0425145,-0.0197682,-0.16257,0.224929
372777589,-0.59941,0.442621,-0.169668,0.222411
372810424,-0.413789,-2.89459,-0.785398,0.208124
372843221,-2.38046,-3.45845,-0.785398,0.20036
372876024,-1.68999,-2.74597,-0.785398,0.203423
372904001,-1.09662,-2.02566,-0.785398,0.205341
372936817,-0.707168,-1.50632,-0.785398,0.215294
372968810,-1.11078,-0.312901,-0.785398,0.236126
373001599,0.589766,0.293581,-0.785398,0.226705
373030400,0.071969,0.41003,-0.785398,0.217255
373062410,-0.861253,0.748349,-0.785398,0.212933
373095196,1.52703,0.685511,-0.785398,0.213168
373127979,-0.759717,0.407673,-0.785398,0.210417
373156008,-0.0744553,0.533438,-0.785398,0.211999
373188817,0.42319,0.643527,-0.785398,0.218459
373221612,0.0509086,0.651419,-0.785398,0.22521
373250412,0.666182,0.742531,-0.785398,0.229976
373282413,-0.102472,0.633879,-0.785398,0.232911
373315197,0.435317,1.05978,-0.785398,0.235004
373348011,0.630154,0.502278,-0.785398,0.235043
373380020,-0.0234162,-0.101526,-0.785398,0.23782
373408794,0.437194,0.306522,-0.785398,0.236313
373441585,-0.099283,-0.401958,-0.698687,0.240065
373473617,-0.886079,0.0241068,-0.661834,0.234106
373502419,-0.286028,-0.549406,-0.592148,0.238508
373535214,-0.269508,0.0158624,-0.564302,0.228897
373567989,0.569747,-0.0435202,-0.518353,0.234301
373600017,0.206107,-1.09225,-0.395993,0.231422
373628766,0.49147,-0.78217,-0.374938,0.228242
373661615,-0.0447796,-1.20295,-0.31305,0.225832
373693623,-0.18709,-1.12989,-0.273896,0.229833
373726405,0.0208591,-1.83643,-0.188821,0.224255
373758402,-0.04448,-0.725058,-0.221199,0.228699
373791191,0.515002,-1.2568,-0.143201,0.230367
373823998,-0.578662,-1.03097,-0.155982,0.241214
373852781,-0.173866,-1.00024,-0.12496,0.241879
373885610,-0.73666,-0.431198,-0.128274,0.239784
373917609,0.747856,-0.519659,-0.0874476,0.253784
373950420,-0.313573,-0.383806,-0.0899446,0.248307
373982401,-0.127586,-0.814177,-0.0672536,0.250884
374015217,0.301446,-0.207892,-0.0702797,0.256372
374047985,-0.359327,-0.315994,-0.0570322,0.247013
374080006,0.314345,-0.45528,-0.0433213,0.258014
374108795,0.337328,-0.350765,-0.0405324,0.256053
374141623,-0.033491,-0.519761,-0.0372531,0.25581
374173623,-0.376996,-0.331496,-0.0362637,0.260667
374202411,0.37681,-0.354094,-0.0250171,0.262966
374235202,-0.168008,-0.500566,-0.0197619,0.25597
374268008,-0.28182,-0.416943,-0.020175,0.258796
374300003,0.414395,-0.522718,-0.0114124,0.263449
374328790,-0.258912,-0.597372,-0.0161843,0.263508
374361574,0.0366275,-0.38816,-0.0207648,0.259289
374393598,0.638282,-0.267682,-0.0217768,0.271927
374426404,-0.0812748,-0.555469,-0.0112882,0.267405
374455179,0.315631,0.0512265,-0.02783,0.265828
374487171,0.394119,-0.104081,-0.0208881,0.270664
374520009,-0.80741,0.152402,-0.0127789,0.25402
374552788,0.366512,0.702164,-0.0439838,0.259078
374581616,-0.302378,0.480928,-0.0194321,0.254452
374613595,0.285244,1.1509,-0.0482112,0.242419
374646410,0.548191,0.417707,-0.0344865,0.257214
374678417,-1.16235,0.103491,-0.0101843,0.249574
374711222,0.568798,0.927821,-0.050674,0.231728
374744008,0.624158,0.471791,-0.0411995,0.234306
374776773,0.170183,0.297105,-0.0228982,0.234627
374804788,0.0592272,0.187168,-0.0267143,0.235436
374837613,0.766813,0.103472,-0.0296796,0.232269
374870412,-0.253799,0.410134,-0.0294711,0.221391
374902408,0.88697,-0.0451497,-0.039981,0.21761
374935198,-0.543091,-0.183068,-0.0485638,0.212662
374968012,0.14074,-0.0768276,-0.0611895,0.203948
375000015,0.321002,-0.167636,-0.0735779,0.197045
375032802,-0.307478,-0.310931,-0.0751147,0.201202
375065596,0.188744,-0.180087,-0.085243,0.201919
375097595,0.449715,-0.403952,-0.0885162,0.199347
375126380,0.734025,0.186527,-0.107978,0.202588
375159229,0.235653,-0.0010053,-0.103128,0.204101
375192005,0.581312,-0.207132,-0.100684,0.201326
375224009,-0.287998,-0.041378,-0.0983675,0.198537
375256819,0.926389,-0.320547,-0.111484,0.193637
375289624,-0.46373,-0.0350851,-0.121658,0.19204
375321610,0.441343,-0.0806833,-0.143412,0.197638
375350395,-0.237465,-0.332837,-0.166681,0.183099
375383224,0.691516,-0.288127,-0.170225,0.18814
375415193,-0.429876,-0.437996,-0.18951,0.183554
375447953,0.319995,-0.366046,-0.199079,0.167029
375476793,-0.661432,-0.563095,-0.226669,0.180965
375508815,1.59081,-0.367245,-0.214579,0.165562
375541621,-0.870647,-1.04322,-0.276689,0.167747
375574424,0.615083,-0.524945,-0.250753,0.174681
375607194,0.022451,-0.331591,-0.276663,0.170164
375639268,-0.293678,0.111911,-0.284757,0.156795
375672011,1.25371,-0.542948,-0.299939,0.172591
375700823,1.1761,-0.253422,-0.318569,0.176118
375732791,-0.750292,-0.653301,-0.363155,0.182922
375765579,0.568027,-0.0683464,-0.360056,0.160016
375798383,0.310418,-0.547975,-0.390116,0.168088
375826423,0.203637,-0.617476,-0.40685,0.172581
375859265,-0.440711,-0.940382,-0.452268,0.172724
375891979,0.15668,-0.518387,-0.455513,0.157003
375924769,-0.0358839,-0.83988,-0.490597,0.166384
375952788,-0.407649,-0.407076,-0.511948,0.16909
375985606,0.355379,-0.408763,-0.524803,0.161762
376017596,-0.794711,-0.33975,-0.565346,0.174111
376050399,0.498753,-0.301706,-0.574768,0.148954
376079249,-0.928781,-0.608261,-0.631267,0.14972
376111198,0.0703292,-0.866852,-0.63903,0.166332
376143973,-0.578189,-0.695722,-0.677667,0.15251
376176786,0.185201,-0.569056,-0.679387,0.151267
376205608,-0.70104,-0.639221,-0.724518,0.156677
376237611,0.696505,-0.650248,-0.71276,0.149949
376270411,0.211911,-0.883212,-0.755131,0.159265
376299231,0.455311,-1.20601,-0.772794,0.155615
376331201,-0.443797,-0.586608,-0.785398,0.157412
376364001,0.683203,-0.731679,-0.785398,0.162068
376396795,-1.10109,-0.80216,-0.785398,0.159663
376424798,-0.378938,-0.882955,-0.785398,0.165868
376457618,-0.247341,0.145759,-0.785398,0.15008
376490398,0.356295,-0.240162,-0.785398,0.165929
376523219,-0.879296,-0.354664,-0.785398,0.161026
376551221,0.659656,-0.244935,-0.785398,0.157009
376584018,-1.30847,-0.675618,-0.785398,0.176069
376615973,-0.27592,-0.44811,-0.785398,0.164693
376648795,0.763401,-0.657352,-0.785398,0.165215
376681604,-0.439292,-0.330322,-0.785398,0.167832
376713611,0.583052,0.0131557,-0.785398,0.167939
376746382,-0.08645,-0.867988,-0.785398,0.182557
376775183,0.41758,-0.271159,-0.785398,0.17057
376807991,0.0270413,-0.240273,-0.785398,0.18399
376839971,-0.177826,0.092363,-0.785398,0.180325
376872807,0.378576,-0.381808,-0.785398,0.187737
376901612,-0.85357,-0.512266,-0.785398,0.176729
376933611,0.353572,-0.0113193,-0.785398,0.182369
376966399,0.1065,-0.156243,-0.785398,0.188618
376999236,-0.65256,-1.12146,-0.785398,0.179063
377031228,-1.30163,-0.974115,-0.785398,0.194366
377063981,-0.895667,-0.430889,-0.785398,0.174173
377096774,-0.186622,-0.332509,-0.785398,0.176921
377125608,-1.0041,-0.443575,-0.785398,0.185007
377157583,0.703399,-0.310769,-0.785398,0.160015
377190413,0.259373,-0.733875,-0.785398,0.161071
377223215,-0.933649,-0.761618,-0.785398,0.162926
377255226,0.447271,-0.312713,-0.785398,0.142343
377288016,-0.167873,-0.878656,-0.785398,0.153217
377320798,-0.650798,-0.183273,-0.785398,0.144355
377352795,0.257626,-0.0665764,-0.785398,0.152805
377381591,-0.609086,0.31167,-0.785398,0.159298
377414419,0.74394,-0.837338,-0.785398,0.15311
377446396,-0.681836,-0.263121,-0.785398,0.152422
377475167,-0.803346,-0.795149,-0.785398,0.158006
377508017,0.440299,-0.106034,-0.785398,0.155854
377540013,0.333841,-0.247264,-0.785398,0.15616
377572813,-0.931354,-0.545459,-0.785398,0.156799
377601617,-0.0263623,-0.982976,-0.785398,0.162274
377633590,-1.79581,-0.882585,-0.785398,0.170589
377666414,0.427894,-0.872774,-0.785398,0.160415
377699256,-0.645506,-0.643132,-0.785398,0.158959
377727185,0.418116,-0.847874,-0.785398,0.171899
377760008,-0.753169,-1.03934,-0.785398,0.15346
377792804,-0.453594,-0.91448,-0.785398,0.162505
377821612,-0.872227,-0.650267,-0.785398,0.147023
377853605,0.632741,-0.918587,-0.785398,0.153886
377886411,-1.0457,-0.596399,-0.785398,0.143534
377919262,0.362145,-0.291445,-0.785398,0.156306
377951168,-0.287971,-0.602092,-0.785398,0.156692
377984015,-0.901191,-0.0553284,-0.785398,0.150777
378016790,0.310112,-1.14476,-0.785398,0.145986
378048798,-0.442239,-0.0927215,-0.785398,0.141186
378081595,0.716566,-0.460154,-0.785398,0.164494
378114377,-1.70041,-0.931271,-0.785398,0.181325
378147169,-0.184718,-0.697981,-0.785398,0.189154
378175173,-1.33914,-0.536339,-0.785398,0.18323
378207990,0.0924068,-0.102441,-0.785398,0.181992
378240811,0.392856,-0.593036,-0.785398,0.180966
378272807,-1.36111,-0.492724,-0.785398,0.187284
378301621,-0.463144,-0.705612,-0.785398,0.193401
378334394,-0.542222,-0.753672,-0.785398,0.193239
378366416,-1.16207,-0.220984,-0.785398,0.193371
378399261,0.175342,-0.479753,-0.785398,0.171025
378427970,-0.267509,-0.844346,-0.785398,0.16753
378459998,-0.573282,-0.691762,-0.785398,0.18001
378492790,-0.0816042,-0.579204,-0.785398,0.195924
378521601,-1.35029,-0.843596,-0.785398,0.198476
378553610,0.131621,-0.41765,-0.785398,0.18334
378586411,0.387945,-0.522507,-0.785398,0.192917
378619268,-0.596436,-1.08542,-0.785398,0.191739
378651171,-0.870273,-0.755735,-0.785398,0.204108
378680010,0.148258,-0.451755,-0.785398,0.196274
378712804,-0.130203,-0.642418,-0.785398,0.203636
378745617,-0.772277,-0.561024,-0.785398,0.20824
378773564,0.535544,-0.358936,-0.785398,0.184368
378806373,-1.05976,-0.747427,-0.76586,0.192569
378839266,-0.325394,-0.577599,-0.721834,0.175728
378871217,0.593655,-0.422371,-0.677139,0.173236
378900019,-0.444787,-0.0377043,-0.647984,0.163541
378932811,-0.00471743,0.0957837,-0.611625,0.176665
378964820,0.385586,-0.740928,-0.563223,0.170869
378997611,-0.716075,-0.745994,-0.548212,0.173374
379026407,0.544231,-0.606319,-0.503367,0.175277
379058395,-0.68366,-0.402405,-0.493657,0.179325
379091155,0.943562,-0.301504,-0.45483,0.163694
379119974,-0.40059,-0.504674,-0.445502,0.165399
379151979,0.304812,-0.470065,-0.41617,0.172242
379184811,0.740824,0.139141,-0.402469,0.160133
379217611,-0.638797,-0.331592,-0.379035,0.166837
379249612,0.276214,-0.606336,-0.35084,0.173061
379278412,-0.723383,-0.628649,-0.342356,0.17482
379311218,0.179469,-0.368032,-0.311785,0.160763
379343196,-1.25917,-0.444625,-0.303626,0.17454
379371999,0.372688,-0.601617,-0.275239,0.174398
379404779,-0.852489,-1.12215,-0.293058,0.163123
379437571,0.588484,-0.901746,-0.254324,0.163639
379469614,0.540084,-0.776972,-0.243181,0.17154
379498425,0.859981,-0.295548,-0.244713,0.173485
379531212,-0.160833,-0.416428,-0.236994,0.173365
379563225,0.463529,-0.208454,-0.234104,0.187955
379596017,0.00627361,-0.768939,-0.229212,0.175197
379624816,0.797334,-0.524197,-0.226589,0.177727
379656797,-0.650261,-0.43937,-0.240757,0.192557
379689592,0.787617,0.0132113,-0.243851,0.173012
379718380,-0.542901,-0.282004,-0.237266,0.166597
379750403,-0.210334,-0.381386,-0.242712,0.175234
379783217,0.945952,-0.834947,-0.211051,0.169981
379816022,-1.41086,-0.697318,-0.246303,0.183853
379848812,-0.109513,-0.488573,-0.238489,0.172671
379880810,-0.44727,-0.782474,-0.245087,0.185812
379913608,-0.983269,-0.803286,-0.254157,0.169549
379945604,0.337848,-0.554828,-0.233165,0.191855
379974407,-0.468401,-0.981744,-0.241378,0.204778
380007194,-0.690205,-0.686201,-0.246232,0.188261
380040003,0.347172,-0.831164,-0.221321,0.195239
380071980,-0.539587,-0.904224,-0.231774,0.209993
